3,1,3,1,1,2,1,1,1,2,2,1,2,2,3,2,1,2,3,2,0,2,3,3,5,4,3,2,2,3,3,2,2,1,4,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,5,2,2,3,2,6,2,2,1,2,2,4,1,1
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,0,2,1,2,4,2,1,1,1,1,1,1,1,3,1,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,6,1,2,3,3,5,1,1,1,1,1,2,1,1
1,3,2,2,2,1,3,3,2,2,2,2,2,2,2,1,2,2,1,2,3,2,0,2,2,1,2,2,2,1,1,2,2,2,5,2,1,3,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,6,2,3,3,4,18,3,1,2,2,2,4,2,2
3,2,3,1,2,2,2,3,3,2,2,1,1,2,2,2,2,1,2,1,3,1,2,0,2,5,4,3,2,2,3,2,2,2,6,2,3,3,4,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,3,3,3,14,2,2,4,5,7,2,2,2,3,2,3,2,2
3,4,2,2,3,2,3,4,4,2,2,2,2,2,2,1,3,2,1,2,5,2,2,2,0,4,3,3,2,2,4,3,2,4,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,5,3,2,3,8,8,2,2,2,3,3,3,3,3
1,4,6,3,4,2,5,4,4,3,2,4,3,3,5,3,2,4,3,4,4,4,1,5,4,0,6,3,3,5,2,4,3,3,13,4,2,11,4,8,2,2,3,3,3,4,3,2,2,3,4,6,2,3,2,4,3,3,3,3,3,3,3,4,2,3,4,2,8,5,2,7,5,2,3,2,2,6,3,2
3,2,1,2,2,1,2,3,2,2,2,1,2,1,1,2,2,1,2,2,3,2,2,4,3,6,0,2,1,1,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,1,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,1,2,3,1,17,3,2,4,28,33,2,2,2,3,2,2,2,2
2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,3,2,2,1,2,3,3,3,2,0,1,2,1,2,2,1,4,2,3,2,3,3,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,0,1,2,1,1,5,1,3,3,2,6,3,1,1,1,1,3,1,1
2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,1,1,0,1,2,2,1,1,3,2,2,2,3,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,5,1,2,4,4,4,2,1,1,1,1,2,1,1
2,2,1,2,1,1,2,3,2,1,1,1,2,1,1,2,2,1,1,1,3,1,1,2,2,5,1,2,1,0,3,2,2,2,3,2,2,2,2,1,2,1,2,2,2,1,1,2,3,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,3,1,9,4,2,4,-254,12,2,1,2,3,2,2,2,2
1,2,2,2,2,2,3,3,2,2,2,1,2,1,2,2,2,2,3,2,3,1,1,3,4,2,2,1,2,3,0,1,2,2,3,2,2,2,3,3,1,2,2,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,3,1,2,11,1,3,4,2,13,3,2,1,1,1,6,1,1
2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,2,3,4,2,2,2,2,1,0,2,2,4,2,2,2,3,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,3,24,2,2,5,4,8,2,1,1,2,1,3,1,2
2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,3,2,2,1,2,2,2,0,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,1,2,3,2,6,2,1,1,1,1,3,1,1
2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,3,2,1,1,2,2,4,3,2,1,1,2,2,2,2,0,4,3,3,2,4,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,5,1,3,4,2,5,2,1,1,1,1,4,1,1
7,4,2,3,3,2,3,4,3,3,4,2,3,2,2,2,4,3,3,4,4,3,5,6,3,13,2,4,3,3,3,4,3,4,0,2,2,4,5,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,4,3,3,2,3,3,3,4,3,3,2,3,8,4,2,4,7,-8,3,3,3,4,3,10,3,2
3,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,4,2,2,2,2,2,2,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,2,3,5,14,1,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,3,2,2,0,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,10,2,2,3,4,15,2,1,2,2,2,3,2,2
5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,11,2,2,2,2,2,2,2,2,4,2,2,0,2,2,3,2,2,3,3,2,2,2,3,2,2,3,3,2,3,2,2,2,2,2,3,2,2,4,3,2,15,2,2,2,5,11,3,2,2,3,2,6,2,2
3,4,2,3,3,3,3,3,3,2,2,2,3,2,2,3,2,2,3,3,4,3,2,4,4,4,3,3,3,2,3,3,3,4,5,2,2,2,0,2,4,2,3,4,4,4,3,3,4,3,3,4,4,3,4,3,3,3,3,2,3,3,3,3,5,2,15,4,2,3,14,8,3,3,4,3,3,3,3,3
3,3,1,2,2,2,2,3,3,2,2,2,2,2,1,2,2,1,2,1,3,2,2,2,2,8,2,3,2,1,3,2,2,3,3,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,4,2,7,4,2,3,12,9,2,2,2,4,3,3,3,3
1,2,3,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,3,1,1,2,1,2,1,1,3,2,2,3,4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,5,3,1,1,1,1,5,1,1
2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,3,2,1,2,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,2,3,9,2,1,1,1,1,3,1,1
2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,3,2,1,1,2,2,2,1,1,2,2,2,2,3,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,3,2,8,2,1,1,1,1,3,1,1
2,2,3,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,1,2,3,2,2,3,4,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,3,3,2,9,2,2,1,1,2,4,2,1
2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,3,2,2,2,2,1,2,1,2,3,2,1,3,4,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,1,2,2,2,10,2,1,1,1,1,4,1,1
2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,4,1,1,1,1,2,2,1,2,2,2,2,2,4,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,2,2,3,9,2,1,1,1,1,2,1,1
2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,2,1,1,2,3,2,1,2,3,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,3,3,8,2,1,1,1,1,3,1,1
2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,3,2,2,2,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,2,3,2,8,3,1,1,1,1,4,1,1
2,2,3,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,3,1,1,3,2,2,1,2,3,2,2,3,4,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,6,2,2,1,1,1,4,1,1
2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,7,2,2,1,1,2,3,2,1
2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,2,2,3,21,3,1,2,2,2,4,2,2
3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,3,2,2,3,2,6,2,2,2,2,3,2,2,2,2,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,1,2,3,4,2,2,3,5,-103,2,2,2,2,2,3,2,1
2,2,3,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,1,2,3,3,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,2,1,6,3,1,1,1,2,4,2,1
2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,2,1,1,2,1,1,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,4,1,2,3,3,12,2,1,1,1,1,3,1,1
2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,3,2,2,3,2,2,2,2,2,1,2,4,2,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,3,2,1,2,3,2,5,2,2,1,1,2,4,2,1
2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,4,2,2,1,1,2,1,1,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,2,4,2,2,3,3,6,2,1,1,2,1,2,1,1
2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,3,2,1,1,2,2,2,1,1,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,3,1,2,3,2,6,2,1,1,1,1,4,1,1
2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,2,2,1,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,4,1,1,3,2,14,2,1,1,1,1,4,1,1
2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,3,2,1,1,2,2,2,1,1,3,2,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,4,1,2,3,2,7,2,1,1,1,1,3,1,1
2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,2,1,1,1,2,2,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,4,1,2,2,3,7,2,1,1,1,1,3,1,1
2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,3,2,2,1,2,2,2,1,2,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,2,4,1,2,3,2,10,3,1,1,1,1,4,1,1
2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,3,2,2,1,2,3,3,3,2,0,1,2,1,2,2,1,4,2,3,2,3,3,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,0,1,2,1,1,5,1,3,3,2,6,3,1,1,1,1,3,1,1
2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,3,1,1,1,2,1,1,1,1,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,6,1,2,4,2,6,3,1,1,1,1,3,1,1
2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,4,2,2,2,1,3,2,2,2,3,2,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,3,4,2,2,3,5,11,3,2,2,2,2,3,2,2
1,1,3,1,2,1,2,2,2,1,1,2,1,1,3,2,1,2,2,2,2,2,2,3,3,2,3,1,2,3,1,2,1,1,2,2,2,3,5,4,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,0,2,3,1,2,3,1,6,3,1,1,1,1,9,1,1
2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,2,3,3,3,1,1,1,1,2,3,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,1,1,3,2,0,6,2,4,5,3,15,3,2,1,2,1,4,1,1
4,5,21,3,4,3,5,6,5,3,4,6,3,5,7,4,5,7,5,11,5,6,6,14,5,4,17,5,5,9,11,24,3,5,8,18,10,15,15,7,2,4,4,3,4,4,4,5,3,2,3,4,2,4,2,4,3,4,4,4,4,5,6,4,3,6,0,3,-73,5,2,8,4,6,9,3,10,12,8,6
1,1,3,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,3,2,2,1,2,2,3,2,3,1,1,4,1,2,1,1,4,2,2,2,4,4,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,0,3,3,1,4,3,1,1,1,1,6,1,1
5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,8,2,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,3,2,2,2,4,-73,3,0,4,11,-452,2,2,2,3,2,3,2,1
4,4,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,4,3,5,4,3,4,4,4,5,3,4,4,3,3,2,3,3,2,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,4,3,3,5,5,3,4,0,4,77,4,4,4,3,4,4,4,3
2,2,27,2,3,2,3,2,3,2,2,3,2,3,14,3,2,4,7,4,2,3,4,5,8,2,28,2,4,-254,2,4,2,2,7,5,4,5,14,12,1,3,2,2,2,3,3,2,1,2,3,5,1,3,2,3,2,2,2,3,2,2,2,5,1,3,2,1,11,4,0,4,5,2,2,1,2,38,2,2
7,7,11,4,6,5,7,7,7,6,5,6,5,7,17,5,5,5,8,5,6,5,18,7,8,7,33,6,4,12,13,8,6,5,-8,14,15,11,8,9,5,9,8,9,10,9,8,8,6,7,21,-103,6,12,5,6,6,14,7,7,10,6,6,11,6,15,8,4,-452,77,4,0,5,7,11,5,11,7,7,12
4,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,1,2,2,2,1,3,2,2,5,2,3,2,2,3,2,2,2,3,1,2,3,3,2,3,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,4,3,2,4,5,5,0,3,2,3,3,2,2,2
2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,3,2,1,2,3,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,6,1,2,4,2,7,3,0,1,1,1,3,1,1
2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,3,2,1,1,2,1,1,1,1,3,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,1,2,4,2,11,2,1,0,1,1,3,1,1
1,1,3,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,3,2,2,1,2,3,3,2,3,1,1,3,1,2,1,1,4,2,2,3,3,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,1,3,3,1,5,3,1,1,0,1,5,1,1
2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,3,2,2,1,2,2,3,2,2,1,1,2,1,1,1,1,3,2,2,2,3,3,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,10,1,2,4,2,11,3,1,1,1,0,4,1,1
5,4,2,2,3,2,3,4,3,3,2,2,2,2,2,2,3,2,2,3,4,2,4,3,3,6,2,3,2,2,6,3,3,4,10,2,3,6,3,3,5,3,3,4,4,2,3,4,4,3,4,3,4,3,4,2,4,4,3,3,4,3,3,3,9,4,12,6,3,4,38,7,2,3,3,5,4,0,2,4
2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,3,2,1,1,2,1,1,1,1,3,2,2,2,3,3,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,8,1,2,4,2,7,2,1,1,1,1,2,0,1
2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,2,2,1,1,2,1,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,1,3,2,12,2,1,1,1,1,4,1,0
